"Response ID","Time Started","Date Submitted","Status","Contact ID","Legacy Comments","Comments","Language","Referer","Extended Referer","SessionID","User Agent","Extended User Agent","Tags","IP Address","Longitude","Latitude","Country","City","State/Region","Postal","Your participant ID:","Your age:","Gender:","Your nationality:","Others, please specify:Your nationality:","Your native language:","Others, please specify:Your native language:","Your education level:","Your occupation:","Your proficiency of writing English:","Your frequency of using Email in your daily work and life:","1. In the last month, how often have you been upset because of something that happened unexpectedly?","2. In the last month, how often have you felt that you were unable to control the important things in your life?","3. In the last month, how often have you felt nervous and stressed?","4. In the last month, how often have you felt confident about your ability to handle your personal problems?","5. In the last month, how often have you felt that things were going your way?","6. In the last month, how often have you found that you could not cope with all the things that you had to do?","7. In the last month, how often have you been able to control irritations in your life?","8. In the last month, how often have you felt that you were on top of things?","9. In the last month, how often have you been angered because of things that were outside of your control?","10. In the last month, how often have you felt difficulties were piling up so high that you could not overcome them?"
"58","Jul 3, 2018 4:35:02 pm","Jul 3, 2018 4:35:54 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T080","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T080","1530650082_5b3bdde269a943.60017241","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T080","20","1","1","","1","","2","1","7","7","1","0","1","4","3","0","4","3","1","0"
"59","Jul 3, 2018 4:40:49 pm","Jul 3, 2018 4:41:46 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T168","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T168","1530650411_5b3bdf2b8d40e6.78413615","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T168","18","2","1","","1","","2","1","7","6","2","2","3","2","4","4","4","3","1","2"
"60","Jul 6, 2018 1:36:06 pm","Jul 6, 2018 1:37:23 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T172","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T172","1530898520_5b3fa8582b0277.58167902","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T172","19","2","1","","1","","2","1","7","5","2","2","2","2","3","1","3","2","2","2"
"61","Jul 6, 2018 4:34:43 pm","Jul 6, 2018 4:35:58 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T154","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T154","1530909257_5b3fd249438b74.23509585","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T154","21","2","1","","1","","2","1","7","7","2","1","3","3","3","1","2","2","1","1"
"62","Jul 6, 2018 4:51:05 pm","Jul 6, 2018 4:52:44 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T110","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T110","1530910221_5b3fd60dee9ce8.60733863","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T110","23","1","1","","1","","2","1","7","5","2","2","3","2","2","1","3","3","2","1"
"63","Jul 6, 2018 6:56:30 pm","Jul 6, 2018 6:58:02 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T140","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T140","1530917785_5b3ff399b9cf14.42449407","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T140","19","2","2","canadian","1","","2","1","7","7","1","1","2","4","3","0","4","4","1","0"
"64","Jul 7, 2018 4:39:30 pm","Jul 7, 2018 4:40:31 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T155","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T155","1530995940_5b4124e4cf9540.86550707","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T155","20","1","1","","1","","2","1","6","3","2","3","2","1","3","2","2","2","1","1"
"65","Jul 7, 2018 7:11:47 pm","Jul 7, 2018 7:13:44 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T127","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T127","1531005080_5b41489859c3e0.22586206","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T127","20","1","1","","1","","2","1","7","6","1","0","0","4","2","1","3","3","1","0"
"66","Jul 8, 2018 5:05:46 pm","Jul 8, 2018 5:06:48 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T142","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T142","1531083917_5b427c8d5b0278.49137835","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T142","20","2","1","","1","","2","1","7","5","3","3","3","3","2","2","3","3","2","1"
"67","Jul 10, 2018 4:39:04 pm","Jul 10, 2018 4:41:50 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T141","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T141","1531255089_5b451931111cf9.09683694","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T141","22","1","1","","1","","2","2","7","5","1","2","2","3","4","2","3","3","1","3"
"68","Jul 10, 2018 7:43:49 pm","Jul 10, 2018 7:44:54 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T152","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T152","1531266182_5b45448621a546.11833785","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T152","20","2","1","","1","","2","1","7","7","3","3","4","2","2","3","2","1","3","3"
"69","Jul 11, 2018 4:47:02 pm","Jul 11, 2018 4:48:07 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T128","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T128","1531341993_5b466ca92935a8.13930803","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T128","20","2","1","","1","","1","1","7","7","2","3","3","2","2","3","2","2","2","2"
"71","Jul 12, 2018 4:41:17 pm","Jul 12, 2018 4:42:36 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T144","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T144","1531428029_5b47bcbd5d9b00.34317696","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T144","21","2","1","","1","","2","1","6","6","1","1","2","4","4","2","4","3","1","1"
"72","Jul 13, 2018 4:30:38 pm","Jul 13, 2018 4:31:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T095","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T095","1531513811_5b490bd3104cc7.63106573","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T095","23","1","2","India","1","","4","2","7","6","2","1","2","3","2","2","2","3","2","1"
"73","Jul 14, 2018 1:45:04 pm","Jul 14, 2018 1:45:45 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T173","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T173","1531590263_5b4a3677da2f25.53020906","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T173","18","1","1","","1","","2","1","7","5","3","3","2","3","1","1","3","3","4","2"
"74","Jul 17, 2018 11:15:24 am","Jul 17, 2018 11:16:23 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=97","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=97","1531840497_5b4e07f1c837d6.52801133","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T097","37","2","1","","1","","3","3","7","7","3","2","4","3","3","2","2","2","3","3"
"75","Jul 17, 2018 4:39:56 pm","Jul 17, 2018 4:40:58 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T112","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T112","1531859943_5b4e53e71a53b0.93352896","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T112","19","2","1","","1","","2","1","5","7","3","2","2","3","3","1","4","3","1","1"
"76","Jul 17, 2018 4:45:20 pm","Jul 17, 2018 4:46:33 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T175","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T175","1531860295_5b4e554704c080.42479898","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T175","18","2","1","","1","","1","1","7","7","3","2","3","2","2","2","1","2","2","2"
"77","Jul 17, 2018 7:08:06 pm","Jul 17, 2018 7:09:36 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T-176","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T-176","1531868854_5b4e76b6e9c797.26452535","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T176","18","2","1","","1","","2","1","7","7","2","1","2","3","2","1","3","3","2","1"
"78","Jul 18, 2018 11:45:00 am","Jul 18, 2018 11:46:39 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T031","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T031","1531928579_5b4f600386da29.47887609","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.83","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T031","20","2","2","Chinese","2","Chinese (Cantonese in specific)","2","1","6","5","1","1","2","3","3","1","4","2","1","1"
"79","Jul 18, 2018 1:49:43 pm","Jul 18, 2018 1:51:05 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T170","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T170","1531936130_5b4f7d82cd2e87.53196082","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T170","21","2","1","","1","","2","1","7","6","3","1","2","4","2","0","2","3","2","2"
"80","Jul 18, 2018 2:04:13 pm","Jul 18, 2018 2:05:25 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T178","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T178","1531937030_5b4f8106a1b0a3.57041344","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T178","21","2","1","","1","","2","1","7","6","3","1","2","4","2","1","3","4","1","2"
"81","Jul 18, 2018 2:13:46 pm","Jul 18, 2018 2:15:21 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=66","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=66","1531937623_5b4f83571d1a87.33137676","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T066","20","2","1","","1","","2","1","7","2","2","2","2","3","2","1","2","2","1","2"
"82","Jul 18, 2018 2:59:26 pm","Jul 18, 2018 3:00:23 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T032","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T032","1531940311_5b4f8dd71fcca6.30882811","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.83","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T032","19","1","1","","2","Spanish","2","1","7","7","2","2","2","3","2","1","3","2","2","2"
"83","Jul 19, 2018 1:41:34 pm","Jul 19, 2018 1:42:24 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T157","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T157","1532022063_5b50cd2fa0f348.76924222","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T157","20","1","1","","1","","2","1","7","6","1","2","3","4","3","1","3","3","1","2"
"84","Jul 19, 2018 2:02:24 pm","Jul 19, 2018 2:03:32 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T083","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T083","1532023313_5b50d211ceb388.73159890","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T083","21","2","1","","1","","2","1","7","7","2","2","2","3","3","1","3","3","0","1"
"85","Jul 19, 2018 4:46:46 pm","Jul 19, 2018 4:48:43 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T158","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T158","1532033171_5b50f8935a1ed7.53361516","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T158","19","2","1","","1","","2","1","7","7","2","2","2","3","3","2","3","2","2","1"
"87","Jul 24, 2018 11:30:57 am","Jul 24, 2018 11:35:26 am","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T067","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T067","1532446194_5b5745f2c02ab1.76003140","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T067","61","2","1","","1","","1","3","7","7","1","1","1","4","4","0","4","4","1","1"
"88","Jul 24, 2018 2:20:10 pm","Jul 24, 2018 2:21:16 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T084","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T084","1532456362_5b576daa6c5880.43351719","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T084","37","2","2","Dominican American","2","English and Spanish","3","3","7","7","3","2","2","2","3","2","2","2","2","2"
"89","Jul 24, 2018 3:45:24 pm","Jul 24, 2018 3:46:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T047","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T047","1532461488_5b5781b05019a6.90251978","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.83","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T047","20","2","1","","1","","2","1","5","4","2","2","1","3","2","2","3","3","1","1"
"91","Jul 25, 2018 12:31:00 pm","Jul 25, 2018 12:32:43 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T035","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T035","1532536187_5b58a57b4722e9.72145819","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.83","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T035","49","2","1","","1","","2","1","6","4","2","2","3","2","2","1","3","2","2","1"
"92","Jul 25, 2018 4:41:35 pm","Jul 25, 2018 4:43:47 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T098","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T098","1532551248_5b58e050da9759.75811694","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.194.142.236","-96.283699035645","30.566999435425","United States","College Station","TX","77845","T098","49","2","1","","1","","3","3","7","7","1","1","4","2","3","2","3","2","2","1"
"93","Jul 26, 2018 2:46:26 pm","Jul 26, 2018 2:48:29 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T011","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T011","1532630693_5b5a16a5456e54.58764252","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T011","24","2","1","","2","Spanish","2","1","7","5","0","0","1","4","3","0","3","4","0","0"
"94","Jul 27, 2018 1:55:18 pm","Jul 27, 2018 1:56:22 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T130","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T130","1532714091_5b5b5c6bedc668.56122236","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","128.195.50.245","-117.76940155029","33.640300750732","United States","Irvine","CA","92697","T130","22","2","1","","1","","2","1","7","5","2","3","4","3","3","2","2","2","3","2"
"95","Jul 27, 2018 3:05:30 pm","Jul 27, 2018 3:07:33 pm","Complete","","","","English","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T046","https://www.surveygizmo.com/s3/4384438/Office-Stress-Questionnaire-Set-1?subj=T046","1532718279_5b5b6cc7149791.83795789","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36","","129.7.106.80","-95.434196472168","29.833999633789","United States","Houston","TX","77204","T046","18","1","1","","1","","2","1","4","3","2","3","4","2","1","0","2","0","4","2"
